City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
142,La Ronge,CA,55.1001,-105.2842,86.25,28,20,17.27,few clouds
143,Kochki,RU,54.3358,80.4806,60.53,86,17,6.02,few clouds
144,Bafq,IR,31.6128,55.4107,85.24,13,0,4.25,clear sky
145,Rawson,AR,-43.3002,-65.1023,42.17,61,90,2.15,overcast clouds
146,Port Alfred,ZA,-33.5906,26.891,64.33,60,89,9.22,overcast clouds
147,Fokino,RU,42.9836,132.4047,58.23,77,82,7.81,broken clouds
148,Mar Del Plata,AR,-38.0023,-57.5575,50.0,65,40,5.99,scattered clouds
149,Bengkulu,ID,-3.8004,102.2655,75.74,90,96,4.68,overcast clouds
150,Praya,CV,14.9215,-23.5087,75.74,78,75,11.5,broken clouds
151,Katsuura,JP,35.1333,140.3,75.18,77,100,8.25,light rain
152,Biak,ID,-0.9131,122.8766,78.03,79,88,7.2,overcast clouds
153,Kruisfontein,ZA,-34.0033,24.7314,58.89,81,94,4.88,overcast clouds
154,Domoni,KM,-12.2569,44.5319,75.06,77,77,7.34,broken clouds
155,Hobart,AU,-42.8794,147.3294,49.12,92,75,8.05,broken clouds
156,Aguimes,ES,27.9054,-15.4461,67.86,70,20,12.66,few clouds
157,Torbay,CA,47.6666,-52.7314,47.28,92,90,17.27,fog
158,Kununurra,AU,-15.7667,128.7333,67.98,77,22,0.0,few clouds
159,Saint Anthony,US,45.0205,-93.218,82.74,41,20,3.0,few clouds
160,Camopi,GF,3.1655,-52.3158,71.78,99,100,2.28,overcast clouds
161,Constitucion,CL,-35.3333,-72.4167,53.47,85,96,7.54,overcast clouds
162,Redcliffe,AU,-27.2307,153.0973,67.98,53,75,6.91,fog
163,Key West,US,24.5557,-81.7826,84.99,80,75,5.75,haze
164,Faanui,PF,-16.4833,-151.75,80.64,76,25,20.71,light rain
165,Doha,QA,25.2867,51.5333,91.38,45,0,10.36,clear sky
166,Noyabrsk,RU,63.1994,75.4507,56.19,91,88,21.68,overcast clouds
167,Antofagasta,CL,-23.65,-70.4,60.08,81,91,2.59,overcast clouds
168,Susurluk,TR,39.9136,28.1578,58.78,79,64,3.47,broken clouds
169,Gizo,SB,-8.103,156.8419,83.7,70,90,6.8,overcast clouds
170,Hofn,IS,64.2539,-15.2082,38.34,74,100,19.13,light rain
171,Mount Isa,AU,-20.7333,139.5,71.37,46,25,6.91,scattered clouds
172,Parkes,AU,-33.1333,148.1833,52.77,74,29,8.72,scattered clouds
173,Mehamn,NO,71.0357,27.8492,42.12,74,100,22.7,overcast clouds
174,Bambous Virieux,MU,-20.3428,57.7575,69.22,94,40,4.61,scattered clouds
175,Broome,US,42.2506,-75.833,67.01,76,90,1.99,overcast clouds
176,Nabire,ID,-3.3667,135.4833,78.55,84,99,2.04,overcast clouds
177,Taybad,IR,34.74,60.7756,71.96,13,0,11.59,clear sky
178,Lavrentiya,RU,65.5833,-171.0,42.78,76,8,7.34,clear sky
179,Concepcion Del Uruguay,AR,-32.4825,-58.2372,45.99,82,5,1.99,clear sky
180,Koroni,GR,36.8,21.95,64.08,68,36,5.86,scattered clouds
181,Poum,NC,-20.2333,164.0167,75.52,82,35,11.48,scattered clouds
182,Inirida,CO,3.8653,-67.9239,73.78,98,93,3.13,overcast clouds
183,Madang,PG,-5.2246,145.7966,80.13,85,100,0.2,light rain
184,Isabela,PH,6.7085,121.9711,77.05,84,100,6.82,overcast clouds
185,Adre,TD,13.4667,22.2,81.28,43,95,4.9,overcast clouds
186,Saint-Philippe,RE,-21.3585,55.7679,67.59,84,31,9.62,light rain
187,Marihatag,PH,8.7936,126.2969,81.46,83,65,3.74,broken clouds
188,Wajir,KE,1.7471,40.0573,73.33,63,60,15.08,broken clouds
189,Vardo,NO,70.3705,31.1107,42.58,72,100,23.22,overcast clouds
190,Carnarvon,AU,-24.8667,113.6333,50.07,53,98,10.36,overcast clouds
191,Klyuchi,RU,52.2667,79.1667,65.35,62,30,3.31,scattered clouds
192,Nelson Bay,AU,-32.7167,152.15,56.28,81,0,1.99,clear sky
193,Cuamba,MZ,-14.8031,36.5372,55.56,92,22,2.95,few clouds
194,Rio Gallegos,AR,-51.6226,-69.2181,37.45,75,40,5.75,scattered clouds
195,Crestview,US,30.7621,-86.5705,88.12,62,1,8.05,clear sky
196,Marsaxlokk,MT,35.8419,14.5431,71.08,77,0,5.75,clear sky
197,Hasaki,JP,35.7333,140.8333,77.29,72,100,7.43,moderate rain
198,Dong Hoi,VN,17.4833,106.6,82.27,76,70,10.65,broken clouds
199,Alice Springs,AU,-23.7,133.8833,47.75,49,89,2.3,overcast clouds
200,Yulara,AU,-25.2406,130.9889,42.64,56,81,0.0,broken clouds
201,Seidu,SL,9.0167,-10.6,70.18,98,94,1.39,light rain
202,Jiazi,CN,22.8779,116.067,83.88,80,100,13.76,overcast clouds
203,Atar,MR,20.5169,-13.0499,95.32,14,65,3.09,broken clouds
204,Pundaguitan,PH,6.3711,126.1689,81.43,77,81,4.23,broken clouds
